Word,Prediction
Seven,"[{'label': 'neutral', 'score': 0.9659627676010132}, {'label': 'approval', 'score': 0.013290797360241413}, {'label': 'annoyance', 'score': 0.006868918426334858}, {'label': 'realization', 'score': 0.006542722694575787}, {'label': 'admiration', 'score': 0.00392151577398181}, {'label': 'disappointment', 'score': 0.003378811292350292}, {'label': 'anger', 'score': 0.0027545164339244366}, {'label': 'confusion', 'score': 0.0027132455725222826}, {'label': 'disapproval', 'score': 0.00258967955596745}, {'label': 'excitement', 'score': 0.0024123485200107098}, {'label': 'sadness', 'score': 0.002155355643481016}, {'label': 'disgust', 'score': 0.0020858501084148884}, {'label': 'optimism', 'score': 0.0020478921942412853}, {'label': 'curiosity', 'score': 0.0018969255033880472}, {'label': 'fear', 'score': 0.0017786031821742654}, {'label': 'joy', 'score': 0.0016270903870463371}, {'label': 'love', 'score': 0.0015451551880687475}, {'label': 'gratitude', 'score': 0.0014822615776211023}, {'label': 'surprise', 'score': 0.0014435133198276162}, {'label': 'amusement', 'score': 0.0012242111843079329}, {'label': 'desire', 'score': 0.0011701916810125113}, {'label': 'caring', 'score': 0.0010501076467335224}, {'label': 'embarrassment', 'score': 0.0006887140334583819}, {'label': 'grief', 'score': 0.0004645401786547154}, {'label': 'nervousness', 'score': 0.0003849948407150805}, {'label': 'pride', 'score': 0.0003794170916080475}, {'label': 'relief', 'score': 0.0003765264118555933}, {'label': 'remorse', 'score': 0.00031960586784407496}]"
"!""","[{'label': 'neutral', 'score': 0.8676872849464417}, {'label': 'anger', 'score': 0.03752550110220909}, {'label': 'annoyance', 'score': 0.019049562513828278}, {'label': 'excitement', 'score': 0.007381838746368885}, {'label': 'joy', 'score': 0.0059792278334498405}, {'label': 'fear', 'score': 0.005534569267183542}, {'label': 'amusement', 'score': 0.005486258305609226}, {'label': 'approval', 'score': 0.004495796747505665}, {'label': 'admiration', 'score': 0.004269061144441366}, {'label': 'surprise', 'score': 0.0042466833256185055}, {'label': 'sadness', 'score': 0.004234807565808296}, {'label': 'disgust', 'score': 0.004146101884543896}, {'label': 'disappointment', 'score': 0.0037731043994426727}, {'label': 'disapproval', 'score': 0.003642106894403696}, {'label': 'realization', 'score': 0.003517892910167575}, {'label': 'curiosity', 'score': 0.0017306437948718667}, {'label': 'embarrassment', 'score': 0.0017131249187514186}, {'label': 'confusion', 'score': 0.0012946196366101503}, {'label': 'gratitude', 'score': 0.0011754194274544716}, {'label': 'caring', 'score': 0.0011698829475790262}, {'label': 'love', 'score': 0.0011648795334622264}, {'label': 'optimism', 'score': 0.0010470174020156264}, {'label': 'grief', 'score': 0.0009749175515025854}, {'label': 'pride', 'score': 0.0009187353425659239}, {'label': 'desire', 'score': 0.0008416604832746089}, {'label': 'nervousness', 'score': 0.000773188192397356}, {'label': 'relief', 'score': 0.0005368013516999781}, {'label': 'remorse', 'score': 0.00048714663716964424}]"
I,"[{'label': 'neutral', 'score': 0.9616037607192993}, {'label': 'approval', 'score': 0.019602462649345398}, {'label': 'realization', 'score': 0.007181480526924133}, {'label': 'annoyance', 'score': 0.005678665358573198}, {'label': 'admiration', 'score': 0.0032448098063468933}, {'label': 'disapproval', 'score': 0.002807307057082653}, {'label': 'disappointment', 'score': 0.002758764661848545}, {'label': 'anger', 'score': 0.002222510054707527}, {'label': 'sadness', 'score': 0.0022051192354410887}, {'label': 'excitement', 'score': 0.0021366726141422987}, {'label': 'optimism', 'score': 0.0020857607014477253}, {'label': 'confusion', 'score': 0.0020624117460101843}, {'label': 'disgust', 'score': 0.0019433459965512156}, {'label': 'joy', 'score': 0.0016872010892257094}, {'label': 'fear', 'score': 0.0014174855314195156}, {'label': 'curiosity', 'score': 0.0013967979466542602}, {'label': 'gratitude', 'score': 0.0011874710908159614}, {'label': 'amusement', 'score': 0.0011671575484797359}, {'label': 'love', 'score': 0.0011221622116863728}, {'label': 'desire', 'score': 0.001055548433214426}, {'label': 'caring', 'score': 0.0010489547858014703}, {'label': 'surprise', 'score': 0.000823453941848129}, {'label': 'embarrassment', 'score': 0.0006079550948925316}, {'label': 'grief', 'score': 0.0004060991923324764}, {'label': 'remorse', 'score': 0.0003852015361189842}, {'label': 'pride', 'score': 0.0003729276650119573}, {'label': 'relief', 'score': 0.00036736251786351204}, {'label': 'nervousness', 'score': 0.0003394567465875298}]"
answered,"[{'label': 'neutral', 'score': 0.9156381487846375}, {'label': 'approval', 'score': 0.02773529291152954}, {'label': 'curiosity', 'score': 0.026962731033563614}, {'label': 'confusion', 'score': 0.016946977004408836}, {'label': 'realization', 'score': 0.0061502605676651}, {'label': 'annoyance', 'score': 0.004076788201928139}, {'label': 'admiration', 'score': 0.003043652046471834}, {'label': 'excitement', 'score': 0.002685959916561842}, {'label': 'surprise', 'score': 0.002396931406110525}, {'label': 'disapproval', 'score': 0.0021430994383990765}, {'label': 'optimism', 'score': 0.0018136183498427272}, {'label': 'disappointment', 'score': 0.0017293624114245176}, {'label': 'anger', 'score': 0.0013413656270131469}, {'label': 'amusement', 'score': 0.001284007215872407}, {'label': 'sadness', 'score': 0.0011244778288528323}, {'label': 'joy', 'score': 0.001090907957404852}, {'label': 'fear', 'score': 0.0010501256911084056}, {'label': 'love', 'score': 0.001023384160362184}, {'label': 'disgust', 'score': 0.000973795133177191}, {'label': 'caring', 'score': 0.0007742653833702207}, {'label': 'desire', 'score': 0.000663473445456475}, {'label': 'gratitude', 'score': 0.00041041322401724756}, {'label': 'embarrassment', 'score': 0.0003971018304582685}, {'label': 'nervousness', 'score': 0.0003607884282246232}, {'label': 'grief', 'score': 0.000262207817286253}, {'label': 'relief', 'score': 0.0002368122077314183}, {'label': 'remorse', 'score': 0.00019957304175477475}, {'label': 'pride', 'score': 0.0001719024876365438}]"
.,"[{'label': 'neutral', 'score': 0.9674344658851624}, {'label': 'approval', 'score': 0.011802221648395061}, {'label': 'annoyance', 'score': 0.007544702384620905}, {'label': 'realization', 'score': 0.005322545766830444}, {'label': 'disapproval', 'score': 0.004763767123222351}, {'label': 'disappointment', 'score': 0.0037169167771935463}, {'label': 'anger', 'score': 0.0034556870814412832}, {'label': 'admiration', 'score': 0.0033788273576647043}, {'label': 'confusion', 'score': 0.0026864097453653812}, {'label': 'sadness', 'score': 0.002586099086329341}, {'label': 'excitement', 'score': 0.002200174843892455}, {'label': 'joy', 'score': 0.0019626447465270758}, {'label': 'disgust', 'score': 0.0019308158662170172}, {'label': 'curiosity', 'score': 0.0018657570471987128}, {'label': 'amusement', 'score': 0.0018142495537176728}, {'label': 'fear', 'score': 0.0016712276265025139}, {'label': 'optimism', 'score': 0.0015581509796902537}, {'label': 'caring', 'score': 0.001072729704901576}, {'label': 'surprise', 'score': 0.0010352175449952483}, {'label': 'love', 'score': 0.0010337356943637133}, {'label': 'desire', 'score': 0.0009654826717451215}, {'label': 'gratitude', 'score': 0.0009350944892503321}, {'label': 'embarrassment', 'score': 0.0006835017120465636}, {'label': 'grief', 'score': 0.0004944714601151645}, {'label': 'nervousness', 'score': 0.00042324818787164986}, {'label': 'pride', 'score': 0.0003402753791306168}, {'label': 'remorse', 'score': 0.00033981617889367044}, {'label': 'relief', 'score': 0.000333260977640748}]"
"""","[{'label': 'neutral', 'score': 0.9383630156517029}, {'label': 'approval', 'score': 0.014441987499594688}, {'label': 'annoyance', 'score': 0.008760940283536911}, {'label': 'anger', 'score': 0.005121957045048475}, {'label': 'disapproval', 'score': 0.0041343411430716515}, {'label': 'admiration', 'score': 0.0039756461046636105}, {'label': 'realization', 'score': 0.0033455369994044304}, {'label': 'joy', 'score': 0.0033061096910387278}, {'label': 'excitement', 'score': 0.002982847159728408}, {'label': 'disappointment', 'score': 0.0027314473409205675}, {'label': 'sadness', 'score': 0.0020627935882657766}, {'label': 'amusement', 'score': 0.001963210990652442}, {'label': 'disgust', 'score': 0.0017392310546711087}, {'label': 'fear', 'score': 0.0015510516241192818}, {'label': 'caring', 'score': 0.0011735494481399655}, {'label': 'curiosity', 'score': 0.0011288271052762866}, {'label': 'optimism', 'score': 0.0010684446897357702}, {'label': 'love', 'score': 0.001024201512336731}, {'label': 'confusion', 'score': 0.000957656535319984}, {'label': 'surprise', 'score': 0.0008645015186630189}, {'label': 'gratitude', 'score': 0.0007838468882255256}, {'label': 'embarrassment', 'score': 0.0005797725170850754}, {'label': 'desire', 'score': 0.00046324366121552885}, {'label': 'pride', 'score': 0.00041307639912702143}, {'label': 'relief', 'score': 0.0003850390494335443}, {'label': 'nervousness', 'score': 0.0003745568392332643}, {'label': 'grief', 'score': 0.00037288537714630365}, {'label': 'remorse', 'score': 0.00022204405104275793}]"
Indeed,"[{'label': 'neutral', 'score': 0.5848687291145325}, {'label': 'approval', 'score': 0.4377387464046478}, {'label': 'realization', 'score': 0.015194356441497803}, {'label': 'admiration', 'score': 0.005143560003489256}, {'label': 'annoyance', 'score': 0.004490579478442669}, {'label': 'disapproval', 'score': 0.004356204066425562}, {'label': 'optimism', 'score': 0.003889764193445444}, {'label': 'disappointment', 'score': 0.0015112955588847399}, {'label': 'love', 'score': 0.0013842190383002162}, {'label': 'excitement', 'score': 0.0012412657961249352}, {'label': 'caring', 'score': 0.0011662618489935994}, {'label': 'confusion', 'score': 0.0010127852438017726}, {'label': 'disgust', 'score': 0.0010024866787716746}, {'label': 'gratitude', 'score': 0.0009903913596644998}, {'label': 'sadness', 'score': 0.000946272921282798}, {'label': 'curiosity', 'score': 0.0008968209149315953}, {'label': 'joy', 'score': 0.0008742365171201527}, {'label': 'anger', 'score': 0.0008602241869084537}, {'label': 'amusement', 'score': 0.00078787055099383}, {'label': 'desire', 'score': 0.0007185431895777583}, {'label': 'relief', 'score': 0.0005330748972482979}, {'label': 'surprise', 'score': 0.0004633756761904806}, {'label': 'fear', 'score': 0.0004270283388905227}, {'label': 'pride', 'score': 0.0003141772758681327}, {'label': 'embarrassment', 'score': 0.00022064569930080324}, {'label': 'remorse', 'score': 0.00019061767670791596}, {'label': 'nervousness', 'score': 0.00017789722187444568}, {'label': 'grief', 'score': 0.00014192264643497765}]"
",","[{'label': 'neutral', 'score': 0.9639192819595337}, {'label': 'approval', 'score': 0.010558566078543663}, {'label': 'annoyance', 'score': 0.009004888124763966}, {'label': 'anger', 'score': 0.004542509559541941}, {'label': 'realization', 'score': 0.0044613732025027275}, {'label': 'disapproval', 'score': 0.0036776193883270025}, {'label': 'confusion', 'score': 0.0032715220004320145}, {'label': 'admiration', 'score': 0.0031756460666656494}, {'label': 'disappointment', 'score': 0.0028717590030282736}, {'label': 'disgust', 'score': 0.0022813754621893167}, {'label': 'amusement', 'score': 0.0022260607220232487}, {'label': 'curiosity', 'score': 0.002129267668351531}, {'label': 'sadness', 'score': 0.0020225420594215393}, {'label': 'joy', 'score': 0.00196493836119771}, {'label': 'excitement', 'score': 0.0019380241865292192}, {'label': 'fear', 'score': 0.0016129974974319339}, {'label': 'optimism', 'score': 0.001455918769352138}, {'label': 'surprise', 'score': 0.0011550686322152615}, {'label': 'love', 'score': 0.0011377128539606929}, {'label': 'caring', 'score': 0.0009926187340170145}, {'label': 'embarrassment', 'score': 0.0007428762037307024}, {'label': 'desire', 'score': 0.0007278977427631617}, {'label': 'gratitude', 'score': 0.0007229497423395514}, {'label': 'grief', 'score': 0.00043572610593400896}, {'label': 'nervousness', 'score': 0.0003727888979483396}, {'label': 'pride', 'score': 0.0003197469632141292}, {'label': 'relief', 'score': 0.0002979672863148153}, {'label': 'remorse', 'score': 0.00025908512179739773}]"
I,"[{'label': 'neutral', 'score': 0.9616037607192993}, {'label': 'approval', 'score': 0.019602462649345398}, {'label': 'realization', 'score': 0.007181480526924133}, {'label': 'annoyance', 'score': 0.005678665358573198}, {'label': 'admiration', 'score': 0.0032448098063468933}, {'label': 'disapproval', 'score': 0.002807307057082653}, {'label': 'disappointment', 'score': 0.002758764661848545}, {'label': 'anger', 'score': 0.002222510054707527}, {'label': 'sadness', 'score': 0.0022051192354410887}, {'label': 'excitement', 'score': 0.0021366726141422987}, {'label': 'optimism', 'score': 0.0020857607014477253}, {'label': 'confusion', 'score': 0.0020624117460101843}, {'label': 'disgust', 'score': 0.0019433459965512156}, {'label': 'joy', 'score': 0.0016872010892257094}, {'label': 'fear', 'score': 0.0014174855314195156}, {'label': 'curiosity', 'score': 0.0013967979466542602}, {'label': 'gratitude', 'score': 0.0011874710908159614}, {'label': 'amusement', 'score': 0.0011671575484797359}, {'label': 'love', 'score': 0.0011221622116863728}, {'label': 'desire', 'score': 0.001055548433214426}, {'label': 'caring', 'score': 0.0010489547858014703}, {'label': 'surprise', 'score': 0.000823453941848129}, {'label': 'embarrassment', 'score': 0.0006079550948925316}, {'label': 'grief', 'score': 0.0004060991923324764}, {'label': 'remorse', 'score': 0.0003852015361189842}, {'label': 'pride', 'score': 0.0003729276650119573}, {'label': 'relief', 'score': 0.00036736251786351204}, {'label': 'nervousness', 'score': 0.0003394567465875298}]"
should,"[{'label': 'neutral', 'score': 0.9654689431190491}, {'label': 'approval', 'score': 0.015566036105155945}, {'label': 'annoyance', 'score': 0.009279965423047543}, {'label': 'realization', 'score': 0.004751240834593773}, {'label': 'disapproval', 'score': 0.004294736310839653}, {'label': 'admiration', 'score': 0.003213112009689212}, {'label': 'anger', 'score': 0.003142201341688633}, {'label': 'disappointment', 'score': 0.0026925462298095226}, {'label': 'optimism', 'score': 0.002397170988842845}, {'label': 'confusion', 'score': 0.0023445505648851395}, {'label': 'disgust', 'score': 0.0019507237011566758}, {'label': 'amusement', 'score': 0.0015995153225958347}, {'label': 'sadness', 'score': 0.0014713198179379106}, {'label': 'caring', 'score': 0.0013920021010562778}, {'label': 'curiosity', 'score': 0.0012511571403592825}, {'label': 'excitement', 'score': 0.0012124018976464868}, {'label': 'joy', 'score': 0.0011489148018881679}, {'label': 'gratitude', 'score': 0.0011041430989280343}, {'label': 'fear', 'score': 0.0010232212953269482}, {'label': 'desire', 'score': 0.0010159482480958104}, {'label': 'love', 'score': 0.0007985979318618774}, {'label': 'surprise', 'score': 0.0006184133235365152}, {'label': 'embarrassment', 'score': 0.0005702216876670718}, {'label': 'remorse', 'score': 0.0003203651576768607}, {'label': 'grief', 'score': 0.0003079526359215379}, {'label': 'relief', 'score': 0.0002996440452989191}, {'label': 'pride', 'score': 0.00028413868858478963}, {'label': 'nervousness', 'score': 0.00027569831581786275}]"
have,"[{'label': 'neutral', 'score': 0.9642959237098694}, {'label': 'approval', 'score': 0.01506904698908329}, {'label': 'annoyance', 'score': 0.006792112719267607}, {'label': 'realization', 'score': 0.004285313654690981}, {'label': 'admiration', 'score': 0.0038084143307060003}, {'label': 'disapproval', 'score': 0.0032441604416817427}, {'label': 'anger', 'score': 0.0031274459324777126}, {'label': 'disappointment', 'score': 0.0027302696835249662}, {'label': 'joy', 'score': 0.002394329756498337}, {'label': 'excitement', 'score': 0.0023066960275173187}, {'label': 'sadness', 'score': 0.0021744384430348873}, {'label': 'confusion', 'score': 0.001990295946598053}, {'label': 'amusement', 'score': 0.001989125506952405}, {'label': 'disgust', 'score': 0.0019711225759238005}, {'label': 'curiosity', 'score': 0.0016340338625013828}, {'label': 'love', 'score': 0.0015900196740403771}, {'label': 'optimism', 'score': 0.0014187577180564404}, {'label': 'fear', 'score': 0.0013052939902991056}, {'label': 'caring', 'score': 0.0011936528608202934}, {'label': 'desire', 'score': 0.0010238175746053457}, {'label': 'gratitude', 'score': 0.0009679694776423275}, {'label': 'surprise', 'score': 0.0008129881462082267}, {'label': 'embarrassment', 'score': 0.0005873937625437975}, {'label': 'grief', 'score': 0.00042905178270302713}, {'label': 'pride', 'score': 0.0003559141478035599}, {'label': 'relief', 'score': 0.0003446546907071024}, {'label': 'remorse', 'score': 0.00033348886063322425}, {'label': 'nervousness', 'score': 0.00033094905666075647}]"
